"id","time","skill","date","type","fresh","sweets","fr2","skill2","time2"
"015",0,0,"1","fr_5",55.713405047123,1,1.48992932259424,-1.03492984272314,-0.933406144010484
"015",0,0,"1","fr_6",38.1963875615432,0,-0.193523318187049,-1.03492984272314,-0.933406144010484
"015",0,0,"1","fr_7",38.4770552159881,0,-0.166550078910093,-1.03492984272314,-0.933406144010484
"015",0,0,"1","fr_8",34.9678541168075,0,-0.503797778885922,-1.03492984272314,-0.933406144010484
"015",0,0,"1","fr_9",41.6725139072484,0,0.14054577098205,-1.03492984272314,-0.933406144010484
"015",0,0,"1","fr_10",50.9781660023851,0,1.0348546684097,-1.03492984272314,-0.933406144010484
"016",0,0,"1","fr_1",36.2607317263252,0,-0.379547276325125,-1.03492984272314,-0.933406144010484
"016",0,0,"1","fr_2",38.4888601152292,1,-0.165415582765533,-1.03492984272314,-0.933406144010484
"016",0,0,"1","fr_3",29.5526179656081,0,-1.02422276599891,-1.03492984272314,-0.933406144010484
"016",0,0,"1","fr_4",58.52869896068,0,1.76048987762334,-1.03492984272314,-0.933406144010484
"016",0,0,"1","fr_5",55.0266458909523,1,1.42392913072436,-1.03492984272314,-0.933406144010484
"016",0,0,"1","fr_6",37.5836363888336,0,-0.252411058676489,-1.03492984272314,-0.933406144010484
"016",0,0,"1","fr_7",38.0268301700307,0,-0.209818434564062,-1.03492984272314,-0.933406144010484
"016",0,0,"1","fr_8",36.3251159551448,0,-0.373359704718243,-1.03492984272314,-0.933406144010484
"016",0,0,"1","fr_9",40.4442092422934,0,0.022500976335661,-1.03492984272314,-0.933406144010484
"016",0,0,"1","fr_10",55.6899850421057,0,1.48767857018584,-1.03492984272314,-0.933406144010484
"017",0,2,"1","fr_1",32.6591016447068,0,-0.725677756414505,0.744319170554467,-0.933406144010484
"017",0,2,"1","fr_2",44.2275930283679,1,0.386098685306344,0.744319170554467,-0.933406144010484
"017",0,2,"1","fr_3",29.8274827629673,0,-0.997807203569231,0.744319170554467,-0.933406144010484
"017",0,2,"1","fr_4",58.6989782291677,0,1.77685436914948,0.744319170554467,-0.933406144010484
"017",0,2,"1","fr_5",51.9838012607556,1,1.13150007809547,0.744319170554467,-0.933406144010484
"017",0,2,"1","fr_6",39.057197619036,0,-0.11079616639364,0.744319170554467,-0.933406144010484
"017",0,2,"1","fr_7",34.3798978290569,0,-0.560302635725422,0.744319170554467,-0.933406144010484
"017",0,2,"1","fr_8",34.5768643322374,0,-0.541373398473839,0.744319170554467,-0.933406144010484
"017",0,2,"1","fr_9",37.4224189501742,0,-0.267904673561248,0.744319170554467,-0.933406144010484
"017",0,2,"1","fr_10",52.147714297981,0,1.14725275035276,0.744319170554467,-0.933406144010484
"018",0,0,"1","fr_1",29.6803485153973,0,-1.01194736971481,-1.03492984272314,-0.933406144010484
"018",0,0,"1","fr_2",40.2290470982088,1,0.00182306812705451,-1.03492984272314,-0.933406144010484
"018",0,0,"1","fr_3",30.1459415877832,0,-0.967202087712165,-1.03492984272314,-0.933406144010484
"018",0,0,"1","fr_4",58.8293818503424,0,1.78938665785757,-1.03492984272314,-0.933406144010484
"018",0,0,"1","fr_5",50.7757491586902,1,1.01540163250691,-1.03492984272314,-0.933406144010484
"018",0,0,"1","fr_6",33.8679134025688,0,-0.609506304987031,-1.03492984272314,-0.933406144010484
"018",0,0,"1","fr_7",36.6989838764488,0,-0.337429561933334,-1.03492984272314,-0.933406144010484
"018",0,0,"1","fr_8",38.2574100955691,0,-0.187658818357803,-1.03492984272314,-0.933406144010484
"018",0,0,"1","fr_9",40.1343940246365,0,-0.00727345568440668,-1.03492984272314,-0.933406144010484
"018",0,0,"1","fr_10",50.7705348710857,0,1.01490051944672,-1.03492984272314,-0.933406144010484
"019",0,3,"1","fr_1",31.9545479993766,0,-0.793388067018442,1.63394367719327,-0.933406144010484
"019",0,3,"1","fr_2",37.6800816593,1,-0.243142297861973,1.63394367719327,-0.933406144010484
"019",0,3,"1","fr_3",31.2927034497159,0,-0.856993869537633,1.63394367719327,-0.933406144010484
"019",0,3,"1","fr_4",56.409555763278,0,1.55683207943955,1.63394367719327,-0.933406144010484
"019",0,3,"1","fr_5",57.0215735773087,1,1.61564934134406,1.63394367719327,-0.933406144010484
"019",0,3,"1","fr_6",39.1886475242494,0,-0.0981633257719929,1.63394367719327,-0.933406144010484
"019",0,3,"1","fr_7",32.1059739425415,0,-0.778835452447291,1.63394367719327,-0.933406144010484
"019",0,3,"1","fr_8",39.3591296029255,0,-0.0817793434080188,1.63394367719327,-0.933406144010484
"019",0,3,"1","fr_9",44.7038581656859,0,0.431869593726689,1.63394367719327,-0.933406144010484
"019",0,3,"1","fr_10",51.3511774907957,0,1.07070250470509,1.63394367719327,-0.933406144010484
"020",0,0,"1","fr_1",32.3229627360828,0,-0.757981996212076,-1.03492984272314,-0.933406144010484
"020",0,0,"1","fr_2",38.6221580382519,1,-0.152605140536543,-1.03492984272314,-0.933406144010484
"020",0,0,"1","fr_3",31.1550840093072,0,-0.870219626180828,-1.03492984272314,-0.933406144010484
"020",0,0,"1","fr_4",58.2423853482294,0,1.73297404010315,-1.03492984272314,-0.933406144010484
"020",0,0,"1","fr_5",52.8318321960732,1,1.21299910717961,-1.03492984272314,-0.933406144010484
"020",0,0,"1","fr_6",35.1248532337946,0,-0.488709560911039,-1.03492984272314,-0.933406144010484
"020",0,0,"1","fr_7",35.8306543348849,0,-0.420879365018678,-1.03492984272314,-0.933406144010484
"020",0,0,"1","fr_8",39.2946389680003,0,-0.087977141050218,-1.03492984272314,-0.933406144010484
"020",0,0,"1","fr_9",36.3418024927011,0,-0.371756064387475,-1.03492984272314,-0.933406144010484
"020",0,0,"1","fr_10",54.0078582872432,0,1.32601973015025,-1.03492984272314,-0.933406144010484
"021",0,1,"1","fr_1",35.6147408799562,0,-0.441629477084224,-0.145305336084338,-0.933406144010484
"021",0,1,"1","fr_2",36.6746956349631,1,-0.339763755200121,-0.145305336084338,-0.933406144010484
"021",0,1,"1","fr_3",30.7775267853512,0,-0.906504325116478,-0.145305336084338,-0.933406144010484
"021",0,1,"1","fr_4",60.3451649888426,0,1.93505923764808,-0.145305336084338,-0.933406144010484
"021",0,1,"1","fr_5",54.7063528992468,1,1.39314774438651,-0.145305336084338,-0.933406144010484
"021",0,1,"1","fr_6",35.5810565553104,0,-0.444866670021013,-0.145305336084338,-0.933406144010484
"021",0,1,"1","fr_7",33.4466355845656,0,-0.649992720885393,-0.145305336084338,-0.933406144010484
"021",0,1,"1","fr_8",34.9243645714734,0,-0.507977291180143,-0.145305336084338,-0.933406144010484
"021",0,1,"1","fr_9",45.0383258023046,0,0.464013217867336,-0.145305336084338,-0.933406144010484
"021",0,1,"1","fr_10",54.8259667258533,0,1.40464309240683,-0.145305336084338,-0.933406144010484
"022",0,3,"1","fr_1",32.4535671493575,0,-0.745430410612189,1.63394367719327,-0.933406144010484
"022",0,3,"1","fr_2",46.7439784912844,1,0.627932990504573,1.63394367719327,-0.933406144010484
"022",0,3,"1","fr_3",30.5953595776392,0,-0.924011293248409,1.63394367719327,-0.933406144010484
"022",0,3,"1","fr_4",60.0783578538159,0,1.90941804750771,1.63394367719327,-0.933406144010484
"022",0,3,"1","fr_5",53.7077873176301,1,1.29718175778236,1.63394367719327,-0.933406144010484
"022",0,3,"1","fr_6",38.5517473006687,0,-0.159371882775704,1.63394367719327,-0.933406144010484
"022",0,3,"1","fr_7",34.1132168880841,0,-0.585931698132666,1.63394367719327,-0.933406144010484
"022",0,3,"1","fr_8",35.7881863464835,0,-0.424960701769175,1.63394367719327,-0.933406144010484
"022",0,3,"1","fr_9",44.170229569278,0,0.380585836628267,1.63394367719327,-0.933406144010484
"022",0,3,"1","fr_10",54.0871464051178,0,1.33363962272205,1.63394367719327,-0.933406144010484
"023",0,0,"1","fr_1",29.5305706734944,0,-1.02634159542644,-1.03492984272314,-0.933406144010484
"023",0,0,"1","fr_2",41.2311606822899,1,0.0981300313913705,-1.03492984272314,-0.933406144010484
"023",0,0,"1","fr_3",28.0651066455845,0,-1.167178315478,-1.03492984272314,-0.933406144010484
"023",0,0,"1","fr_4",61.9120563968179,0,2.08564351837652,-1.03492984272314,-0.933406144010484
"023",0,0,"1","fr_5",52.6129618278938,1,1.19196482439695,-1.03492984272314,-0.933406144010484
"023",0,0,"1","fr_6",39.1221303636981,0,-0.104555880308148,-1.03492984272314,-0.933406144010484
"023",0,0,"1","fr_7",35.9609750057776,0,-0.408355048151191,-1.03492984272314,-0.933406144010484
"023",0,0,"1","fr_8",36.2667210699259,0,-0.378971677407704,-1.03492984272314,-0.933406144010484
"023",0,0,"1","fr_9",40.6059885533725,0,0.0380485893173851,-1.03492984272314,-0.933406144010484
"023",0,0,"1","fr_10",51.7750179148265,0,1.11143519688239,-1.03492984272314,-0.933406144010484
"024",0,2,"1","fr_1",32.7673219263444,0,-0.715277371813708,0.744319170554467,-0.933406144010484
"024",0,2,"1","fr_2",42.8442852958994,1,0.253157500703754,0.744319170554467,-0.933406144010484
"024",0,2,"1","fr_3",31.7351870016087,0,-0.814469501188431,0.744319170554467,-0.933406144010484
"024",0,2,"1","fr_4",62.0961190669083,0,2.10333264772105,0.744319170554467,-0.933406144010484
"024",0,2,"1","fr_5",52.7298706970946,1,1.2032002156243,0.744319170554467,-0.933406144010484
"024",0,2,"1","fr_6",36.7687441237774,0,-0.330725334305339,0.744319170554467,-0.933406144010484
"024",0,2,"1","fr_7",37.5654267487595,0,-0.254161075007502,0.744319170554467,-0.933406144010484
"024",0,2,"1","fr_8",34.3622754575592,0,-0.561996213291298,0.744319170554467,-0.933406144010484
"024",0,2,"1","fr_9",35.8122709717257,0,-0.422646076805217,0.744319170554467,-0.933406144010484
"024",0,2,"1","fr_10",54.8446158121944,0,1.40643534121145,0.744319170554467,-0.933406144010484
"025",0,3,"1","fr_1",32.8019007966405,0,-0.711954209605123,1.63394367719327,-0.933406144010484
"025",0,3,"1","fr_2",36.6580590228698,1,-0.341362597502196,1.63394367719327,-0.933406144010484
"025",0,3,"1","fr_3",29.963826978727,0,-0.984704000911309,1.63394367719327,-0.933406144010484
"025",0,3,"1","fr_4",64.8634862717298,0,2.36928726201561,1.63394367719327,-0.933406144010484
"025",0,3,"1","fr_5",51.4382145739796,1,1.07906710259697,1.63394367719327,-0.933406144010484
"025",0,3,"1","fr_6",35.7991550178955,0,-0.423906570329871,1.63394367719327,-0.933406144010484
"025",0,3,"1","fr_7",38.108436450423,0,-0.201975757673213,1.63394367719327,-0.933406144010484
"025",0,3,"1","fr_8",37.5497720412438,0,-0.255665552509432,1.63394367719327,-0.933406144010484
"025",0,3,"1","fr_9",39.1824291773905,0,-0.0987609327818345,1.63394367719327,-0.933406144010484
"025",0,3,"1","fr_10",53.7524890004947,0,1.30147776114753,1.63394367719327,-0.933406144010484
"026",0,2,"1","fr_1",31.7559736751689,0,-0.812471822044319,0.744319170554467,-0.933406144010484
"026",0,2,"1","fr_2",40.1941715903037,1,-0.00152860209476098,0.744319170554467,-0.933406144010484
"026",0,2,"1","fr_3",30.1767758277218,0,-0.964238798859262,0.744319170554467,-0.933406144010484
"026",0,2,"1","fr_4",59.9264585630236,0,1.89481994241204,0.744319170554467,-0.933406144010484
"026",0,2,"1","fr_5",52.065795231715,1,1.13938001353844,0.744319170554467,-0.933406144010484
"026",0,2,"1","fr_6",36.3670087811711,0,-0.369333643280454,0.744319170554467,-0.933406144010484
"026",0,2,"1","fr_7",38.8279386569872,0,-0.132828832936421,0.744319170554467,-0.933406144010484
"026",0,2,"1","fr_8",37.8124900646665,0,-0.230417341695241,0.744319170554467,-0.933406144010484
"026",0,2,"1","fr_9",38.9969934185295,0,-0.116582021229501,0.744319170554467,-0.933406144010484
"026",0,2,"1","fr_10",54.5987714758859,0,1.38280875651914,0.744319170554467,-0.933406144010484
"027",0,0,"1","fr_1",32.9031705005424,0,-0.702221802212989,-1.03492984272314,-0.933406144010484
"027",0,0,"1","fr_2",40.330701253135,1,0.0115924227388066,-1.03492984272314,-0.933406144010484
"027",0,0,"1","fr_3",30.0778076507068,0,-0.973750020680349,-1.03492984272314,-0.933406144010484
"027",0,0,"1","fr_4",61.7657907810843,0,2.07158683108572,-1.03492984272314,-0.933406144010484
"027",0,0,"1","fr_5",54.537197747365,1,1.3768912847825,-1.03492984272314,-0.933406144010484
"027",0,0,"1","fr_6",37.9903624435607,0,-0.213323123103635,-1.03492984272314,-0.933406144010484
"027",0,0,"1","fr_7",35.6275022734322,0,-0.440403058171022,-1.03492984272314,-0.933406144010484
"027",0,0,"1","fr_8",37.725600455456,0,-0.238767766772015,-1.03492984272314,-0.933406144010484
"027",0,0,"1","fr_9",42.5953789427962,0,0.229236644440194,-1.03492984272314,-0.933406144010484
"027",0,0,"1","fr_10",58.5158599080221,0,1.75925599536457,-1.03492984272314,-0.933406144010484
"028",0,1,"1","fr_1",29.2452168264075,0,-1.05376519580995,-0.145305336084338,-0.933406144010484
"028",0,1,"1","fr_2",42.1713726728598,1,0.188488013834564,-0.145305336084338,-0.933406144010484
